ensembl,gda_score,label_0,label_1,label_2,label_3,label_4,label_5,label_6,label_7,label_8,label_9,label_10,label_11,label_12,label_13,label_14,label_15,label_16,label_17,label_18,label_19,label_20,label_21,label_22,label_23,label_24,label_25,label_26,label_27,label_28,label_29,label_30,label_31,label_32,label_33,label_34,label_35,label_36,label_37,label_38,label_39,label_40,label_41,label_42,label_43,label_44,label_45,label_46,label_47,label_48,label_49,label_50,label_51,label_52,label_53,label_54,label_55,label_56,label_57,label_58,label_59,label_60,label_61,label_62,label_63,label_64,label_65,label_66,label_67,label_68,label_69,label_70,label_71,label_72,label_73,label_74,label_75,label_76,label_77,label_78,label_79,label_80,label_81,label_82,label_83,label_84,label_85,label_86,label_87,label_88,label_89,label_90,label_91,label_92,label_93,label_94,label_95,label_96,label_97,label_98,label_99
ENSG00000130779,,,0,,0,0,0,,0,,,,,0,0,0,0,,,,0,0,0,,,,,,,,,0,,0,,,,,0,,,,,,,,0,,,,,0,,,,0,0,,0,,,0,,,,,,,,,,,0,,,,0,0,,,,,,0,0,,0,0,,0,,,0,,,,0,,,0,
ENSG00000172409,,0,,,,0,,0,,,,,,0,0,,,,0,0,0,0,,0,,,,0,,0,,,,,,,,0,,,0,0,0,,0,,,,0,0,,,,0,0,,,,,,,,,,0,0,,0,,0,0,,0,,,,,,,,,0,0,,,0,,,0,,,0,,,,,0,,0,,
ENSG00000141367,,,,0,,,,,,,0,,,,,0,,,,0,0,,,,0,,,,,,,,,0,,,,,0,,0,,,0,,0,,,,,,0,,,,0,,0,0,,,,0,,0,,,0,,,0,0,0,,0,,,0,,0,0,,,,,,,,0,,,,,,0,0,,0,0,0,
ENSG00000070371,,,,,0,0,,,0,,0,,0,,0,,0,,0,0,0,,,,0,0,0,,,,0,,,0,,0,,,0,,,,,,0,,0,,,,,0,,0,,0,,,0,0,,,0,,0,,0,,,,,0,,,0,,0,,,,,0,,0,,,0,,0,,0,,,,0,,,,,,
ENSG00000169714,,,,,,0,,0,,,,0,,0,,,,0,,0,0,0,0,,,,0,,,,,,0,,,,0,,,,,0,,0,,,0,,0,,,,,,,,0,0,,,,0,,,,,,,,0,0,,0,,,,0,,,,0,,,0,,0,,0,,0,0,,,,,,,,0,0,
ENSG00000088038,,0,,,,,,,,,,,0,0,0,0,,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,0,,,,,,,0,,,,,,0,,,,,,,0,,0,,0,0,,,,,0,0,,,0,,0,,,0,0,,0,,,0,
ENSG00000119397,,,,0,,0,,,0,0,0,,,0,,,,,,0,,,,,0,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,0,,,0,,,,0,,,,0,,,,,0,0,0,,,,0,,,0,0,0,,0,0,0,,,,,,,,0,,,,0,0,,,0,,,,
ENSG00000108821,,,0,,,,,0,,0,,0,,,0,,,,0,0,,,0,,,,0,,,0,,0,,,,,,,,0,0,,0,,0,,,,,0,0,,,0,,,,,,0,,,,,0,,0,0,,0,,,0,,0,,0,,0,0,,,0,0,,,0,,,0,0,0,,,,,0,,,0,0
ENSG00000139219,,,,,,,0,,0,,0,,,,,0,0,,,,0,0,,,,,,,,,0,,,,,0,,0,,,,,0,0,0,,,0,,,0,,,,,0,0,0,,,,0,,,,,,0,,,0,,,,0,0,,,,0,,,,,,,0,,,,,0,,,,,,,,0,0
ENSG00000168542,,,0,0,,,,,,,,,,,,0,,,0,0,,,,,0,,0,,0,,,,,,0,,,0,0,,,,0,0,,,,0,,0,,,,0,,,,0,0,,,,0,,0,,,0,0,0,,,0,,0,,0,,0,,,,,,,,0,,0,,0,0,,,0,,0,0,,0,0
ENSG00000164919,,,,,,0,,,0,,,,,0,,,0,,,0,,,,,,,,,,0,,,,,,,0,,,0,,0,0,,0,,0,0,,,,,,,,,,,,,,,,0,,,,,,,0,0,,,,,,,0,,,0,,0,0,0,0,,,,,,,,,,,,,0,0
ENSG00000107864,,,,0,,,,,,,,,0,0,0,,,0,,0,0,0,0,0,0,0,0,,,,,,,,0,,,,0,,,,0,,,0,,0,,,,,,0,,,,0,0,,,0,,0,,0,,,0,,,,,,0,0,0,0,,,,,,0,,0,0,0,,,0,,,0,,0,,0,0,0,
ENSG00000118260,,0,,,0,0,,,,,,0,,,0,,,,,0,,,,0,,,,,0,,,,0,,0,0,,,,0,,,0,0,,,,0,,0,,0,,0,0,,0,,,,0,,0,,,0,,0,,,,0,,0,,0,0,,,,,,,,,,0,0,0,,0,,0,,,,0,,,,
ENSG00000157613,,,0,0,,,,0,0,,,,,,0,,0,0,,,,,,,,,0,0,,0,0,0,,0,,,0,0,,0,,,,,,,,,,,,,,,,0,,0,0,,,,,,0,,0,0,,,,0,0,,,,0,,0,0,,,,0,,,,,,0,,,,,,,0,,0,,
ENSG00000182158,,0,,,,,,0,0,,0,,,,,,0,0,,,,,0,0,,0,0,,,0,,,,,0,,,0,0,0,,,0,,,,,,,0,,0,,,,,0,,,,,,,0,,,0,,,,0,,,,,,,0,,0,0,,,,0,0,,,0,,,,,0,0,,,,,0,0
ENSG00000005339,,,,,,,,,,0,,,,,,0,,,,,,0,0,0,0,,,0,,0,,0,0,,0,,,0,,,,,0,,,,0,0,0,0,,,,0,,,,0,,,,,,,0,0,,0,,0,,,,,,,,0,,,,0,0,,,,,,,0,,0,,,,,,,,,0
ENSG00000205755,,0,0,,,0,0,0,,,,,,,0,,,,,0,0,,,0,,0,,0,,0,,0,,,,,,,0,,,0,,,,,,,0,,0,,0,,,,,,,0,,,,0,,,0,,,,0,,,,,0,,0,0,,,0,,,,0,0,,,,,,0,0,,,,0,,,
ENSG00000101343,,,,,,,,,0,0,,,0,0,,,0,,,0,,,,,,0,,,,,0,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,0,,,0,,0,,,,,0,,,,0,0,,,0,,0,,,,0,
ENSG00000105662,,0,,,,,,0,,0,,,0,0,0,,,,0,0,,0,,0,0,0,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,0,,,,0,,,0,,0,,,,,,,,0,,,0,0,0,0,0,0,0,,,,,,,0,,,,0,,,0,,,,
ENSG00000140577,,0,,0,,,0,,,0,,,,0,0,0,0,,,0,,0,0,0,,,,,,0,,,,,0,,,0,0,0,,,0,,,,,,0,0,0,0,,,,,,0,,,,,0,0,,,,0,0,0,,0,0,0,0,,0,,,,,0,,,,,,,,0,,0,,0,,0,,,,,0
ENSG00000182578,,0,,,,,,0,0,,,0,,0,0,,0,,,,0,,0,,,0,0,,,,,,,,0,0,,0,,,,,,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,0,0,,,,,0,0,,,,,0,,0,0,,,,,,,0,,,,,0,,0,,
ENSG00000119535,,,,0,0,,,0,0,,,,,,,,,,0,,0,,,0,,,,,,0,,,0,,,0,,,,0,,0,,0,,,,0,0,,,0,0,,,,0,0,,0,0,,0,,0,,0,,,0,,0,,0,0,,,,,,0,,,,,,,,,0,,0,0,,,0,,0,0,0,
ENSG00000164796,,,,0,,,0,,,,,0,,0,,,0,0,0,0,,0,,0,,,,0,,,,0,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,0,,0,0,,,,,,,0,,,0,,0,,,,0,,0,0,,,,0,,,,,0,,0,,0,,0,0
ENSG00000102974,,,,0,,,0,0,0,,0,,0,,,,,0,,,,,,0,,,,,0,,,,0,0,,,,,,,,,,,,0,,,,,0,,,,,0,0,,,0,0,,,,0,,,,0,0,,,,0,0,,,0,0,0,0,,,0,0,,,,0,,,0,,0,0,,0,,,,
ENSG00000066032,,,,0,,,,,0,0,,,,,0,,,,,,,,0,,0,,,0,0,,0,,,0,0,0,,,,0,,,0,,,,,,0,,0,,,,,,0,0,,0,,0,0,,,0,,0,0,,,,,,0,0,,,0,,0,,,,,,,,,,0,,0,,0,0,,,0,0,0
ENSG00000168036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000168036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000168036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000168036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000168036,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000198561,,,,0,0,,0,,,,,,,0,0,0,,0,0,,,0,,,,0,,0,,0,,,0,,0,0,,0,0,,,,,,0,,,,,,,,0,,,,,0,,0,0,,0,,,,,,,,,,,,,0,,0,0,0,,,,0,,,,0,,,,,0,,,0,,,,,
ENSG00000169862,,,,0,,,,0,0,,0,,,0,,,,0,,,0,,,,,,0,,,,,,,,,,,0,,,,,,,,,0,,,0,,,,,,,0,,,,,,,,0,,,,,,,,,,0,,,0,0,,0,,0,0,0,,0,,,,0,,,,,,0,,,,
ENSG00000036257,,0,,,0,,,0,0,0,,,,0,,0,,,0,,,,,,,,,,,,,,0,,,0,0,0,,,0,0,,,0,0,,0,,0,,,,,0,,,0,,,,,,0,,,,,,,0,,,0,0,0,,0,0,,0,,,,,,,0,,,,,0,0,0,,,,0,,0
ENSG00000257923,,,,,,0,,0,0,,0,,,,0,0,,0,0,,,,,0,0,0,0,0,0,,0,0,,0,,,,0,,0,,,0,0,,,,,0,0,,,,,0,,,0,0,,,,,,,0,0,,,0,0,,,,,0,,0,,0,,0,,,0,,,,0,,,,,0,,0,,0,,,
ENSG00000121966,,,,,,,0,,,,,,,,0,,,0,,,,,,,0,,,,,,0,,,0,0,,,,,,,,,,,0,,0,0,,0,,0,0,,,,,,,,,0,,,,,0,,,,0,,,0,,0,,,,,0,,,0,,,0,0,,,,,,,0,0,,0,0,
ENSG00000083799,,0,,,0,,,,,,0,,0,,0,0,,0,,,0,,,,0,,,0,,,,,,,,0,0,,0,,,0,0,,,0,0,0,,,0,,0,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,,,,0,,0,0,,0,,,,0,0,,0,,0,,0,,
ENSG00000152207,,,0,,,,0,,,,0,,,0,,0,,,,0,,0,,0,,,0,,,0,,0,,0,,,,,,,0,0,,,,0,,,,,,,,,0,,,,0,,,,,,,,0,,0,0,,0,0,,,0,0,0,,,,0,0,0,,,,,,,,0,0,,0,,,0,,,
ENSG00000204209,,,,,,,0,,0,,0,,,,0,,,,,0,,0,,,,0,,0,,,,0,0,0,,,0,,,,0,,,,,0,,,,0,,,0,0,0,,0,,0,,0,,,0,,0,0,0,,,0,,0,,0,,,0,0,0,0,,0,0,0,,,,0,,,,,,0,,,0,,,
ENSG00000187323,,0,,,,,0,0,0,,,0,0,,0,,,0,0,,,,0,,,,,0,,0,,,,,,,0,0,,,,,0,,,0,,0,,,,,,,,,0,,,0,,,,0,0,,0,,0,0,0,,,0,0,,,,,,,,,0,,,,0,,,0,,,,,,,,,,
ENSG00000204843,,,,0,0,,,,0,,,0,,,,0,,,,0,0,,,0,,,,,,,,,0,0,,,,0,0,,0,,0,,0,,0,,,,0,0,0,0,,0,,0,,0,,0,,0,0,,0,,,,0,0,,0,,,,,,0,,,,,0,,,0,0,,,0,,,,,,,,0,0
ENSG00000134574,,,,0,0,,0,,,,,,,,,0,,0,,,,,,,0,,0,,,0,,0,0,0,0,0,,,,,,,,,,,,0,,,0,,0,,,,,0,,0,,0,,,0,0,,,0,,0,,0,,,0,,0,,,,,0,0,0,,,0,,0,,0,,,,,,0,0,,0
ENSG00000175197,,,,,,0,,0,,0,0,0,,,,0,,,0,0,0,,,,0,,,0,,,,0,,,,,0,,,,,,,0,0,,,0,,,0,,,0,,,,,0,,0,0,,0,0,,0,,,,,,0,,,,,0,,,,0,,,,0,,0,0,,,,,,,,,,0,,
ENSG00000162733,,,0,,,,,,0,0,0,,0,,,,,,,,,0,,,,,,,0,,,0,,,0,0,,,,,,0,,0,0,0,,0,,0,,0,0,,,,,,0,0,,,,,,,,0,,,,,0,,,,0,,0,,,,,0,,0,0,,0,,,,,,,0,,0,,,
ENSG00000178105,,0,,,,,0,0,,,,0,,,,0,,,,,,,,,,0,0,,0,,0,,0,,,0,0,0,,0,0,,0,,,,0,0,,,,0,0,,,,0,0,,,0,0,0,,,0,,0,,,,0,0,,,,,0,,,0,,,,,0,,0,0,0,,0,,0,,0,,,,,
ENSG00000215301,,0,0,,0,0,0,,,0,,,,0,,,,,,,0,0,,,0,0,,,,,0,0,0,0,,0,,,,,,,,0,,,,0,,,,,,,,,,0,0,,,,,0,,,,,,0,,,0,0,,,0,,,,,,,0,0,,,,,,,,,,,0,0,,0,,
ENSG00000108654,,,,0,,,0,0,0,,,0,,,,,,0,0,0,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,0,0,,,,0,,,0,,,,0,,,,,0,,,0,,0,,0,,,,,,,,,,0,0,0,,,0,,,,0,0,,,0,,,0,0,0,0,,,0
ENSG00000110367,,,,,,,,,,,0,0,0,,,0,,0,,,0,,0,,,,,0,0,0,,0,,,,,,,,0,0,,,,,,0,0,,,0,0,0,0,0,,,,,0,,0,,0,,,,,,,0,,,,,,,,0,0,,,,0,0,,0,,,,,0,,,0,0,,,,0,
ENSG00000124795,,,,0,0,,,,,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,0,,0,,,,0,,0,,,0,,0,,,0,,0,0,,0,0,0,,,0,,,,,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,0,0,,0,,,,,,,,,
ENSG00000128191,,0,,,,0,0,,,,0,0,,0,0,,,,0,0,,0,,,,,0,,,,0,,,0,,0,,0,,0,,,,,,,0,,,,,,,0,0,,0,,,0,,,,,,0,0,,0,,,0,0,0,,,0,0,,,0,,,0,0,0,,0,,,0,,,,,,,,,0,0
ENSG00000100697,,,0,0,0,0,0,,0,0,,0,,,,,,,,,,,0,,0,0,,,0,,,,,,,0,,,,0,0,,,0,,,,,0,0,0,0,0,0,0,,,0,,,,0,,,,,,,,,,,,,0,,0,0,0,,,,,,0,,,,,0,0,0,0,,0,,,,0,,0
ENSG00000132002,,,0,0,,,,,0,,0,0,,,,,,,,0,,0,,,,0,,,0,,0,,0,,0,,,,0,,,0,,,,,,0,0,0,0,0,,,,,0,0,,0,,,,0,0,,0,0,,0,,,0,0,,,,0,,,0,,,,,,,,,0,,0,,,0,0,,,,,
ENSG00000079805,,,,,,0,,,0,,,0,,0,,,,,,,,0,,,0,0,,,0,,,,,,,,0,0,,0,,0,0,,,,0,,0,0,0,0,0,,0,,0,0,,,,,,,,,0,0,,,0,0,,0,,,,0,0,0,,0,,,,,,0,0,0,,,0,0,0,,0,0,,,0
ENSG00000119772,,,,,0,0,0,0,0,,,,0,0,,,,,,,0,,0,,,,0,,,0,0,,,0,0,,,,0,0,,0,,0,0,0,,,0,,0,0,0,0,,0,,,0,,0,,,0,,,0,0,,,,0,,,,,0,,0,,,0,,0,,,,0,0,,,0,0,,,,0,0,,,
ENSG00000113360,,,0,,0,,,,,,,0,0,0,,,0,0,0,0,,,,,0,0,,0,0,,,0,,0,0,0,,,,0,,,,0,0,0,,,,0,0,,,0,,,0,0,0,,,,,0,,,0,,0,0,,,,,,,0,,,,,0,0,0,,0,,,,0,,0,0,0,,0,0,,,,0
ENSG00000164330,,,,0,,,0,,,,0,,,0,,0,,,,,,,,0,0,,,0,0,,,,,,,,0,0,,,0,0,,0,,0,0,,,,,0,0,,,,,,,,,,,,,,,,0,,0,0,0,,,,0,0,,,,,,,0,,0,,0,,0,,,0,,0,,,,,0
ENSG00000203734,,0,,0,,0,0,,,,,,,,,,,0,,,,0,0,0,,0,,0,0,0,,,,0,,,0,0,,0,0,,,,,,,0,,,0,,,,,,,0,,,,,,,0,,,,0,,0,0,0,,,,,0,0,,,0,,0,,,0,,,,0,,0,,,,0,0,0,0,
ENSG00000074266,,0,,,,0,,0,,0,0,,0,0,,0,,0,,0,,,0,,,,0,0,0,0,0,,0,,,,0,,0,,,,,,,0,0,,0,,,,,,,0,0,,,,,,,,,0,,,0,0,0,,0,,0,,,0,,,,,,,,0,,,,,,0,,,,,,,,0,0
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000146648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000173674,,,0,,0,,,0,,,,0,0,0,,,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,0,,,,,,,0,,,0,,,,0,0,,0,,,,,,0,0,0,,,,,,,0,0,,,,0,,,0,,,,0,,,,,,,,,,0,,,
ENSG00000104408,,,,,,0,0,0,0,,0,0,0,,,,,,,,,,0,,0,,0,0,,,,,0,,,,,,,,0,,0,,0,,,,,,,,0,,0,0,,0,0,,,,,,0,0,,,,,,,0,,,,,,,,,,0,,,,0,,0,,,,,,,,,,,,0
ENSG00000156976,,,0,,,,0,,,0,0,,,,0,,,,,0,,,0,0,,,,,0,,,,0,,,,,0,,,0,,,,,,,,,0,0,0,0,,,,0,,0,0,,0,,,0,0,0,,0,,,,0,,,,0,,,,,,,,0,0,,0,,0,,,,0,,0,0,,,,
ENSG00000163435,,0,,,,0,,,,,0,0,0,,0,0,,,,,0,0,,,,,0,,,,,,,0,,0,0,,0,,0,,,,0,,,0,0,0,0,0,0,,,,,,0,0,0,,,0,,0,,,0,,,0,0,,,0,,,,,0,,,0,0,0,,,,,,,,,0,,,0,,0,
ENSG00000102034,,,,0,0,0,0,,,0,,,0,0,0,,,,,0,0,,,,0,,,0,,,0,,,0,,,,,,,0,,,,0,0,,0,,,,0,,,,0,0,,0,0,0,,,,,,0,0,,,,,,0,,,0,0,,0,0,,0,,,,,,0,,0,,,,0,0,,,0,,0
ENSG00000158711,,0,,0,,,0,,,,,,,0,,,,0,,,0,,,,0,0,,,,0,,,,0,,0,,,0,0,,,0,,,,,,,,,,,,,,0,,,0,,,,,0,0,0,,,,0,,,,,,0,0,,0,,,0,0,0,0,,,0,,,,0,0,0,,0,0,0,,0
ENSG00000105656,,,,,,,,0,,0,,,,,,,,0,0,,,,,,,,,,,,,,0,0,,,,,0,,,0,,,,,0,,,,0,0,,0,,0,,,,,,,,0,0,,0,,,,,,0,0,,,,,,,0,,0,,0,,0,,,,0,,0,,,,,,0,,
ENSG00000049540,,,,,,,,,,0,0,0,,0,,,,0,0,,,0,,,,0,,0,,,,,,0,,0,0,0,,,0,,0,0,0,,0,,0,,,0,0,,,,,0,0,,0,,,0,0,,,0,0,0,,,,,0,,,0,0,,0,0,,,0,,,,,,0,0,0,,,,0,0,0,,
ENSG00000143924,,,,,,,,,0,,,,,,,,0,,0,0,0,0,0,,,,0,,,,0,,,,,,,,0,,,0,,0,,,0,0,,,,,,0,0,,,,,,,0,0,0,,,0,0,,0,0,,0,,,,,,,,0,,,,,,,0,,0,,,0,0,,,,,0,0,0
ENSG00000100393,,0,,0,0,,0,,,0,0,,0,,0,0,,,0,0,,,,,,0,,,,,,,,,0,,0,,,0,,0,,,,,,,,,,,,,0,,,,,0,0,,0,,0,,0,0,,,,,,,,,,,0,,0,,,,0,,0,0,,,,,0,,,0,,,0,,
ENSG00000116016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000116016,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000044524,,,0,,0,0,,,,,,,0,,,0,0,,0,,0,,0,,,0,,,,,,0,0,,,0,,0,,,,,0,,0,,,0,,0,,,,,,,,0,0,,,,,0,,0,0,,,,0,,,,,,,,,0,,,0,0,0,,,,0,0,,,0,0,,0,,0,,,
ENSG00000135333,,,,0,0,0,0,0,,0,,0,0,,,0,,0,,,,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,0,,,,,0,,,,0,,,0,,,0,,,0,0,,0,,,,,,0,,,,,,0,0,0,0,0,,,,,0,,,0,0,0,,,,,,0,,,,
ENSG00000085832,,0,0,0,,,0,0,0,0,0,,,0,,,,0,,,,0,0,,,0,0,0,0,,0,,,,,,,,,0,,,,0,,,,0,,,0,,,,,,,,,,,,0,,,,0,,0,,,0,,0,0,0,,0,,,,,,0,,,,,,,,,,,,,,0,,,
ENSG00000141736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ENSG00000141736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
