"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"2616",8792,"TNFRSF11A",0.48,0.846,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2617",8792,"TNFRSF11A",0.48,0.846,"C4020957","Abnormal trabecular bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2618",8792,"TNFRSF11A",0.48,0.846,"C4020958","Rough bone trabeculation","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2619",8795,"TNFRSF10B",0.505,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2006,2019,3,0,"BEFREE"
"2620",8797,"TNFRSF10A",0.521,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2004,2010,2,0,"BEFREE"
"2621",8805,"TRIM24",0.581,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2622",8809,"IL18R1",0.473,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2623",8813,"DPM1",0.695,0.385,"C1837406","Hypoplasia involving bones of the upper limbs","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2624",8820,"HESX1",0.561,0.654,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2625",8820,"HESX1",0.561,0.654,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2626",8821,"INPP4B",0.573,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2627",8822,"FGF17",0.593,0.692,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2628",8822,"FGF17",0.593,0.692,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2629",8824,"CES2",0.584,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2003,2003,1,0,"BEFREE"
"2630",8828,"NRP2",0.539,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"2631",8829,"NRP1",0.476,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"2632",8829,"NRP1",0.476,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,0,2017,2017,1,0,"BEFREE"
"2633",8829,"NRP1",0.476,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2019,2,0,"BEFREE"
"2634",8835,"SOCS2",0.56,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"2635",8837,"CFLAR",0.485,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"2636",8837,"CFLAR",0.485,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2013,2019,2,0,"BEFREE"
"2637",8838,"CCN6",0.568,0.731,"C4021735","Abnormality of the hip bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,1,"CLINVAR"
"2638",8840,"CCN4",0.554,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"2639",8840,"CCN4",0.554,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2013,2017,2,0,"BEFREE"
"2640",8842,"PROM1",0.41,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.03,1,2006,2019,3,0,"BEFREE"
"2641",8842,"PROM1",0.41,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2008,2019,12,0,"BEFREE"
"2642",8850,"KAT2B",0.563,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2643",8850,"KAT2B",0.563,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2644",8851,"CDK5R1",0.529,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"2645",8856,"NR1I2",0.418,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2002,2009,2,0,"BEFREE"
"2646",8856,"NR1I2",0.418,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2007,2013,3,0,"BEFREE"
"2647",8863,"PER3",0.559,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2648",8864,"PER2",0.488,0.846,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"2649",8864,"PER2",0.488,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2650",8870,"IER3",0.593,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"2651",8875,"VNN2",0.691,0.346,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2652",8877,"SPHK1",0.48,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2019,2,0,"BEFREE"
"2653",8878,"SQSTM1",0.428,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2654",8878,"SQSTM1",0.428,0.885,"C0240231","Fractures of the long bones","phenotype","C26","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2655",8878,"SQSTM1",0.428,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,0.75,2009,2018,4,0,"BEFREE"
"2656",8878,"SQSTM1",0.428,0.885,"C2931732","Familial Paget's disease of bone","disease","C05","Disease or Syndrome",0.05,1,2003,2019,5,0,"BEFREE"
"2657",8896,"BUD31",0.711,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"2658",8904,"CPNE1",0.743,0.192,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2659",8932,"MBD2",0.466,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2660",8932,"MBD2",0.466,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2020,2,0,"BEFREE"
"2661",8942,"KYNU",0.617,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"2662",8942,"KYNU",0.617,0.692,"C1854912","Short long bone","phenotype","","Finding",0.1,1,2017,2017,1,3,"CLINVAR"
"2663",8988,"HSPB3",0.448,0.769,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"2664",8988,"HSPB3",0.448,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2012,2018,3,0,"BEFREE"
"2665",9002,"F2RL3",0.539,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"2666",9021,"SOCS3",0.434,0.808,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2006,2006,1,0,"BEFREE"
"2667",9021,"SOCS3",0.434,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2017,2,0,"BEFREE"
"2668",9031,"BAZ1B",0.53,0.731,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2669",9031,"BAZ1B",0.53,0.731,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2670",9031,"BAZ1B",0.53,0.731,"C4021242","Hypoplasia of the zygomatic bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2671",9037,"SEMA5A",0.61,0.731,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2672",9052,"GPRC5A",0.579,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2020,2020,1,0,"BEFREE"
"2673",9056,"SLC7A7",0.603,0.654,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2674",9066,"SYT7",0.686,0.231,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2020,2020,1,0,"BEFREE"
"2675",9069,"CLDN12",0.736,0.308,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2676",9071,"CLDN10",0.626,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2677",9073,"CLDN8",0.674,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2015,2017,2,0,"BEFREE"
"2678",9075,"CLDN2",0.575,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2679",9077,"DIRAS3",0.631,0.385,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"2680",9096,"TBX18",0.695,0.231,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2003,2003,1,0,"BEFREE"
"2681",9098,"USP6",0.633,0.692,"C0684516","Benign bone neoplasm","group","C04;C05","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"2682",9101,"USP8",0.587,0.654,"C0027543","Avascular necrosis of bone","phenotype","C23;C05","Disease or Syndrome",0.1,NA,NA,NA,0,0,"HPO"
"2683",9112,"MTA1",0.547,0.692,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2684",9112,"MTA1",0.547,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2016,2018,2,0,"BEFREE"
"2685",9113,"LATS1",0.563,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"2686",9122,"SLC16A4",0.55,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2687",9122,"SLC16A4",0.55,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2688",9123,"SLC16A3",0.542,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2689",9123,"SLC16A3",0.542,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2690",9126,"SMC3",0.535,0.846,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2691",9126,"SMC3",0.535,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2692",9131,"AIFM1",0.527,0.769,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2693",9133,"CCNB2",0.686,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2694",9140,"ATG12",0.626,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2695",9141,"PDCD5",0.61,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2019,2,0,"BEFREE"
"2696",9148,"NEURL1",0.556,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"2697",9148,"NEURL1",0.556,0.538,"C0585474","Ewing's sarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2002,2002,1,0,"BEFREE"
"2698",9149,"DYRK1B",0.647,0.462,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2010,2010,1,0,"BEFREE"
"2699",9170,"LPAR2",0.463,0.846,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2700",9170,"LPAR2",0.463,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2701",9172,"MYOM2",0.57,0.692,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"2702",9183,"ZW10",0.792,0.192,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2703",9184,"BUB3",0.588,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"2704",9200,"HACD1",0.539,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2705",9210,"BMP15",0.659,0.385,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2706",9212,"AURKB",0.51,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.07,1,2014,2019,7,0,"BEFREE"
"2707",9213,"XPR1",0.488,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2007,2019,3,0,"BEFREE"
"2708",9230,"RAB11B",0.691,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2709",9232,"PTTG1",0.526,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
"2710",9241,"NOG",0.518,0.731,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.03,1,2007,2018,3,0,"BEFREE"
"2711",9241,"NOG",0.518,0.731,"C1836193","Synostosis of carpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2712",9242,"MSC",0.475,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2713",9260,"PDLIM7",0.474,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,1994,2014,2,0,"BEFREE"
"2714",9276,"COPB2",0.644,0.615,"C4021741","Abnormal cortical bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2715",9290,"GPR55",0.619,0.615,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2716",9306,"SOCS6",0.631,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2717",9311,"ASIC3",0.663,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2718",9314,"KLF4",0.449,0.769,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.02,1,2013,2019,2,0,"BEFREE"
"2719",9314,"KLF4",0.449,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2016,2019,4,0,"BEFREE"
"2720",9321,"TRIP11",0.595,0.654,"C1837406","Hypoplasia involving bones of the upper limbs","phenotype","","Finding",0.1,NA,NA,NA,0,2,"CLINVAR"
"2721",9321,"TRIP11",0.595,0.654,"C1841684","Delayed ossification of carpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2722",9321,"TRIP11",0.595,0.654,"C1849953","Square pelvis bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2723",9321,"TRIP11",0.595,0.654,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2724",9321,"TRIP11",0.595,0.654,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2725",9321,"TRIP11",0.595,0.654,"C4020847","Abnormality of pelvic girdle bone morphology","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,2,"CLINVAR"
"2726",9321,"TRIP11",0.595,0.654,"C4021241","Abnormal foot bone ossification","disease","C05","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2727",9321,"TRIP11",0.595,0.654,"C4021244","Abnormal hand bone ossification","phenotype","C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2728",9332,"CD163",0.427,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2729",9338,"TCEAL1",0.7,0.346,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"2730",9353,"SLIT2",0.511,0.769,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2017,2018,2,0,"BEFREE"
"2731",9355,"LHX2",0.678,0.615,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2732",9358,"ITGBL1",0.705,0.423,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"2733",9360,"PPIG",0.497,0.846,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2734",9361,"LONP1",0.517,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2735",9361,"LONP1",0.517,0.808,"C1838186","Squared iliac bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2736",9361,"LONP1",0.517,0.808,"C1841684","Delayed ossification of carpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2737",9365,"KL",0.448,0.769,"C4076240","Chronic kidney disease mineral and bone disorder","disease","C18;C13;C05;C12;C19","Disease or Syndrome",0.07,1,2015,2019,7,0,"BEFREE"
"2738",9368,"SLC9A3R1",0.547,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2008,2012,2,0,"BEFREE"
"2739",9370,"ADIPOQ",0.376,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"2740",9382,"COG1",0.628,0.692,"C1854912","Short long bone","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2741",9383,"TSIX",0.743,0.269,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2742",9394,"HS6ST1",0.617,0.731,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2743",9394,"HS6ST1",0.617,0.731,"C2674432","Reduced bone mineral density","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2744",9400,"RECQL5",0.682,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2014,2015,3,2,"BEFREE"
"2745",9401,"RECQL4",0.496,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,0.818,2003,2018,11,0,"BEFREE"
"2746",9401,"RECQL4",0.496,0.808,"C1836219","Carpal bone aplasia","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2747",9401,"RECQL4",0.496,0.808,"C1840535","Abnormality of the carpal bones","phenotype","C05","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2748",9401,"RECQL4",0.496,0.808,"C1846473","Aplasia of metacarpal bones","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2749",9401,"RECQL4",0.496,0.808,"C1855340","Bowing of the long bones","phenotype","","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2750",9401,"RECQL4",0.496,0.808,"C4021785","Abnormality of the metacarpal bones","disease","C05","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2751",9402,"GRAP2",0.394,0.923,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"2752",9402,"GRAP2",0.394,0.923,"C0238790","bone destruction","disease","","Disease or Syndrome",0.03,1,2009,2014,3,0,"BEFREE"
"2753",9402,"GRAP2",0.394,0.923,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.1,1,2009,2019,14,0,"BEFREE"
"2754",9423,"NTN1",0.509,0.846,"C0238790","bone destruction","disease","","Disease or Syndrome",0.01,1,2017,2017,1,0,"BEFREE"
"2755",9429,"ABCG2",0.419,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"2756",9429,"ABCG2",0.419,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2014,2019,3,0,"BEFREE"
"2757",9435,"CHST2",0.76,0.269,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,0,2011,2011,1,0,"BEFREE"
"2758",9436,"NCR2",0.656,0.538,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"2759",9437,"NCR1",0.572,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"2760",9442,"MED27",0.769,0.231,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2761",9444,"QKI",0.617,0.5,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2762",9451,"EIF2AK3",0.501,0.808,"C0231557","Abnormal bone formation","disease","C16;C05","Acquired Abnormality",0.01,0,2014,2014,1,0,"BEFREE"
"2763",9451,"EIF2AK3",0.501,0.808,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2764",9451,"EIF2AK3",0.501,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"2765",9451,"EIF2AK3",0.501,0.808,"C1863749","Carpal bone hypoplasia","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2766",9451,"EIF2AK3",0.501,0.808,"C4025401","Irregular carpal bones","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2767",9463,"PICK1",0.682,0.538,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2768",9469,"CHST3",0.517,0.846,"C0541764","Delayed bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2769",9469,"CHST3",0.517,0.846,"C0545053","Advanced bone age","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2770",9469,"CHST3",0.517,0.846,"C1833326","Generalized bone demineralization","phenotype","","Finding",0.1,NA,NA,NA,0,0,"HPO"
"2771",9474,"ATG5",0.462,0.885,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"2772",9474,"ATG5",0.462,0.885,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2018,2019,3,0,"BEFREE"
"2773",9474,"ATG5",0.462,0.885,"C0684516","Benign bone neoplasm","group","C04;C05","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"2774",9475,"ROCK2",0.529,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.04,1,2014,2019,4,0,"BEFREE"
"2775",9479,"MAPK8IP1",0.716,0.462,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2012,2018,2,0,"BEFREE"
"2776",9487,"PIGL",0.581,0.731,"C4021834","Abnormal parietal bone morphology","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2777",9507,"ADAMTS4",0.582,0.692,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2003,2003,1,0,"BEFREE"
"2778",9508,"ADAMTS3",0.581,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2014,2018,2,0,"BEFREE"
"2779",9509,"ADAMTS2",0.579,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2003,2014,2,0,"BEFREE"
"2780",9510,"ADAMTS1",0.555,0.654,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"2781",9510,"ADAMTS1",0.555,0.654,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"2782",9518,"GDF15",0.429,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.07,1,2009,2019,7,0,"BEFREE"
"2783",9518,"GDF15",0.429,0.808,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.03,1,2008,2019,3,0,"BEFREE"
"2784",9520,"NPEPPS",0.519,0.808,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.1,0.941,2011,2019,17,0,"BEFREE"
"2785",9521,"EEF1E1",0.59,0.731,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"2786",9533,"POLR1C",0.595,0.615,"C4021242","Hypoplasia of the zygomatic bone","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2787",9533,"POLR1C",0.595,0.615,"C4021657","Abnormality of bone mineral density","disease","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"2788",9536,"PTGES",0.54,0.769,"C0153690","Secondary malignant neoplasm of bone","disease","C23;C04;C05","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"2789",9540,"TP53I3",0.636,0.423,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"2790",9545,"RAB3D",0.682,0.577,"C0585442","Osteosarcoma of bone","disease","C04","Neoplastic Process",0.02,1,2018,2019,2,0,"BEFREE"
