"","geneId","geneSymbol","DSI","DPI","diseaseId","diseaseName","diseaseType","diseaseClass","diseaseSemanticType","score","EI","YearInitial","YearFinal","NofPmids","NofSnps","source"
"1273",5979,"RET",0.392,0.885,"C0334595","Ganglioneuromatosis","disease","C04","Neoplastic Process",0.04,1,1999,2019,4,1,"BEFREE"
"1274",5979,"RET",0.392,0.885,"C0345240","Total intestinal aganglionosis","disease","C16;C06","Congenital Abnormality",0.07,1,1997,2013,7,0,"BEFREE"
"1275",5979,"RET",0.392,0.885,"C0345245","Hyperganglionosis","disease","","Disease or Syndrome",0.01,1,2019,2019,1,1,"BEFREE"
"1276",5979,"RET",0.392,0.885,"C0546275","Hypoganglionosis","disease","","Disease or Syndrome",0.02,1,2001,2011,2,0,"BEFREE"
"1277",5979,"RET",0.392,0.885,"C1257840","Aganglionosis, Rectosigmoid Colon","disease","C16;C06","Congenital Abnormality",0.3,1,1994,1996,2,0,"CTD_human"
"1278",5979,"RET",0.392,0.885,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.11,1,2010,2010,1,0,"BEFREE;HPO"
"1279",5979,"RET",0.392,0.885,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.03,1,1998,2014,3,0,"BEFREE"
"1280",5979,"RET",0.392,0.885,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.3,1,1993,2017,12,0,"CLINGEN"
"1281",5979,"RET",0.392,0.885,"C3661523","Congenital Intestinal Aganglionosis","disease","C16;C06","Disease or Syndrome",0.42,1,1994,2019,8,4,"BEFREE;CTD_human;GWASCAT"
"1282",5979,"RET",0.392,0.885,"C4293671","Abnormality of enteric ganglion morphology","phenotype","","Anatomical Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"1283",6098,"ROS1",0.439,0.885,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2009,2009,1,0,"CTD_human"
"1284",6098,"ROS1",0.439,0.885,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1285",6098,"ROS1",0.439,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1286",6198,"RPS6KB1",0.511,0.731,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1287",6271,"S100A1",0.421,0.846,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1288",6271,"S100A1",0.421,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.05,0.8,2004,2019,5,0,"BEFREE"
"1289",6271,"S100A1",0.421,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1290",6271,"S100A1",0.421,0.846,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"1291",6275,"S100A4",0.448,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1292",6275,"S100A4",0.448,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1293",6285,"S100B",0.383,0.923,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1294",6285,"S100B",0.383,0.923,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.05,0.8,2004,2019,5,0,"BEFREE"
"1295",6285,"S100B",0.383,0.923,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1296",6285,"S100B",0.383,0.923,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,0,2017,2017,1,0,"BEFREE"
"1297",6304,"SATB1",0.525,0.769,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1298",6310,"ATXN1",0.534,0.769,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1299",6311,"ATXN2",0.482,0.808,"C1846865","Substantia nigra gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1300",6315,"ATXN8OS",0.65,0.423,"C1846865","Substantia nigra gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1301",6347,"CCL2",0.321,0.962,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.01,1,1995,1995,1,0,"BEFREE"
"1302",6352,"CCL5",0.403,0.885,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1303",6362,"CCL18",0.489,0.846,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1304",6376,"CX3CL1",0.478,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"1305",6376,"CX3CL1",0.478,0.808,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.02,1,2000,2001,2,0,"BEFREE"
"1306",6389,"SDHA",0.517,0.731,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.2,0.955,2005,2019,22,2,"BEFREE;HPO"
"1307",6389,"SDHA",0.517,0.731,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1308",6389,"SDHA",0.517,0.731,"C0334416","Parasympathetic paraganglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1309",6389,"SDHA",0.517,0.731,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.11,1,2017,2017,1,0,"BEFREE;HPO"
"1310",6389,"SDHA",0.517,0.731,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.02,1,2001,2014,2,0,"BEFREE"
"1311",6389,"SDHA",0.517,0.731,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1312",6389,"SDHA",0.517,0.731,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.5,1,2005,2013,8,0,"CLINGEN;GENOMICS_ENGLAND"
"1313",6390,"SDHB",0.474,0.846,"C0007279","Carotid Body Paraganglioma","disease","C04","Neoplastic Process",0.08,1,2002,2018,8,2,"BEFREE"
"1314",6390,"SDHB",0.474,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1315",6390,"SDHB",0.474,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.7,0.983,2001,2020,180,4,"BEFREE;CGI;CLINVAR;CTD_human;HPO;LHGDN"
"1316",6390,"SDHB",0.474,0.846,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.12,1,2009,2015,2,0,"BEFREE;HPO"
"1317",6390,"SDHB",0.474,0.846,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1318",6390,"SDHB",0.474,0.846,"C1332851","Cardiac Paraganglioma","disease","C04;C14","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1319",6390,"SDHB",0.474,0.846,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.2,1,2003,2020,12,1,"BEFREE;HPO"
"1320",6390,"SDHB",0.474,0.846,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.4,0.909,2001,2014,11,0,"BEFREE;GENOMICS_ENGLAND"
"1321",6390,"SDHB",0.474,0.846,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.07,1,2009,2019,7,2,"BEFREE"
"1322",6390,"SDHB",0.474,0.846,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.43,1,2001,2019,55,52,"BEFREE;CLINGEN;CLINVAR"
"1323",6390,"SDHB",0.474,0.846,"C4524841","Metastatic Paraganglioma","disease","","Neoplastic Process",0.02,0.5,2016,2017,2,0,"BEFREE"
"1324",6391,"SDHC",0.517,0.846,"C0007279","Carotid Body Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"BEFREE"
"1325",6391,"SDHC",0.517,0.846,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.11,1,2016,2016,1,1,"BEFREE;CLINVAR"
"1326",6391,"SDHC",0.517,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.5,1,1999,2019,56,5,"BEFREE;CGI;CLINVAR;HPO;LHGDN"
"1327",6391,"SDHC",0.517,0.846,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.11,1,2012,2012,1,0,"BEFREE;HPO"
"1328",6391,"SDHC",0.517,0.846,"C0334415","Sympathetic paraganglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1329",6391,"SDHC",0.517,0.846,"C1332851","Cardiac Paraganglioma","disease","C04;C14","Neoplastic Process",0.01,1,2014,2014,1,0,"BEFREE"
"1330",6391,"SDHC",0.517,0.846,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.15,1,2003,2011,5,2,"BEFREE;HPO"
"1331",6391,"SDHC",0.517,0.846,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.1,0.929,1999,2014,14,0,"BEFREE"
"1332",6391,"SDHC",0.517,0.846,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.61,1,2000,2018,28,7,"BEFREE;CLINGEN;CLINVAR;GENOMICS_ENGLAND"
"1333",6392,"SDHD",0.472,0.885,"C0007279","Carotid Body Paraganglioma","disease","C04","Neoplastic Process",0.18,1,2001,2019,8,1,"BEFREE;CLINVAR"
"1334",6392,"SDHD",0.472,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.8,0.994,1996,2020,154,14,"BEFREE;CGI;CTD_human;GENOMICS_ENGLAND;HPO;LHGDN;UNIPROT"
"1335",6392,"SDHD",0.472,0.885,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.12,1,2009,2012,2,0,"BEFREE;HPO"
"1336",6392,"SDHD",0.472,0.885,"C0334416","Parasympathetic paraganglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1337",6392,"SDHD",0.472,0.885,"C1332860","Cauda Equina Paraganglioma","disease","","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"1338",6392,"SDHD",0.472,0.885,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.2,0.941,1998,2018,17,3,"BEFREE;HPO"
"1339",6392,"SDHD",0.472,0.885,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.1,0.966,2000,2018,29,1,"BEFREE"
"1340",6392,"SDHD",0.472,0.885,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.02,1,2008,2012,2,1,"BEFREE"
"1341",6392,"SDHD",0.472,0.885,"C1708353","Hereditary Paraganglioma-Pheochromocytoma Syndrome","disease","C16;C04","Disease or Syndrome",0.6,1,1997,2015,32,16,"CLINGEN;CLINVAR;GENOMICS_ENGLAND"
"1342",6392,"SDHD",0.472,0.885,"C1866555","Glomus tympanicum paraganglioma","disease","C04","Neoplastic Process",0.1,NA,NA,NA,0,0,"HPO"
"1343",6392,"SDHD",0.472,0.885,"C1868633","Paragangliomas with Sensorineural Hearing Loss","disease","C23;C04;C10;C09","Disease or Syndrome",0.1,1,2000,2016,57,41,"CLINVAR"
"1344",6392,"SDHD",0.472,0.885,"C4022005","Carotid paraganglioma","disease","","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1345",6423,"SFRP2",0.544,0.731,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2000,2000,1,0,"BEFREE"
"1346",6445,"SGCG",0.621,0.615,"C0085131","Gangliosidosis GM1","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2014,2014,1,0,"BEFREE"
"1347",6455,"SH3GL1",0.686,0.346,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1348",6495,"SIX1",0.496,0.692,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1349",6505,"SLC1A1",0.561,0.654,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1350",6505,"SLC1A1",0.561,0.654,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"1351",6505,"SLC1A1",0.561,0.654,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1352",6505,"SLC1A1",0.561,0.654,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1353",6505,"SLC1A1",0.561,0.654,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1354",6513,"SLC2A1",0.388,0.808,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1355",6513,"SLC2A1",0.388,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1356",6513,"SLC2A1",0.388,0.808,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1357",6513,"SLC2A1",0.388,0.808,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1358",6513,"SLC2A1",0.388,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2008,2008,1,0,"BEFREE"
"1359",6528,"SLC5A5",0.499,0.769,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2003,2003,1,0,"CTD_human"
"1360",6530,"SLC6A2",0.49,0.846,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.03,1,2012,2019,3,0,"BEFREE"
"1361",6530,"SLC6A2",0.49,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1362",6548,"SLC9A1",0.55,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1363",6548,"SLC9A1",0.55,0.731,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1364",6548,"SLC9A1",0.55,0.731,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1365",6548,"SLC9A1",0.55,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1366",6571,"SLC18A2",0.554,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.02,1,2010,2012,2,0,"BEFREE"
"1367",6595,"SMARCA2",0.527,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,1,"BEFREE"
"1368",6595,"SMARCA2",0.527,0.769,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,1,"BEFREE"
"1369",6595,"SMARCA2",0.527,0.769,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,1,"BEFREE"
"1370",6595,"SMARCA2",0.527,0.769,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,1,"BEFREE"
"1371",6597,"SMARCA4",0.45,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,2,"BEFREE"
"1372",6597,"SMARCA4",0.45,0.885,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,2,"BEFREE"
"1373",6597,"SMARCA4",0.45,0.885,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,2,"BEFREE"
"1374",6597,"SMARCA4",0.45,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,2,"BEFREE"
"1375",6598,"SMARCB1",0.434,0.846,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2005,2005,1,0,"LHGDN"
"1376",6598,"SMARCB1",0.434,0.846,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1377",6598,"SMARCB1",0.434,0.846,"C4289580","Epithelioid glioblastoma","disease","","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1378",6606,"SMN1",0.454,0.769,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,1997,1997,1,0,"BEFREE"
"1379",6607,"SMN2",0.459,0.769,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,1997,1997,1,0,"BEFREE"
"1380",6609,"SMPD1",0.499,0.885,"C0085131","Gangliosidosis GM1","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2019,2019,1,0,"BEFREE"
"1381",6615,"SNAI1",0.474,0.808,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1382",6620,"SNCB",0.619,0.577,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1383",6620,"SNCB",0.619,0.577,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1384",6620,"SNCB",0.619,0.577,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1385",6620,"SNCB",0.619,0.577,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2004,2004,1,0,"BEFREE"
"1386",6622,"SNCA",0.427,0.885,"C1846865","Substantia nigra gliosis","phenotype","C23","Finding",0.1,NA,NA,NA,0,0,"HPO"
"1387",6625,"SNRNP70",0.595,0.692,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.01,1,2012,2012,1,0,"BEFREE"
"1388",6638,"SNRPN",0.538,0.731,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,1997,1997,1,0,"BEFREE"
"1389",6647,"SOD1",0.379,0.962,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2002,2002,1,0,"CTD_human"
"1390",6647,"SOD1",0.379,0.962,"C0268274","Gangliosidoses, GM2","disease","C16;C18;C10","Disease or Syndrome",0.01,1,2001,2001,1,0,"BEFREE"
"1391",6647,"SOD1",0.379,0.962,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,1999,1999,1,0,"BEFREE"
"1392",6652,"SORD",0.552,0.769,"C0007279","Carotid Body Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2013,2013,1,0,"BEFREE"
"1393",6652,"SORD",0.552,0.769,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.1,1,2003,2020,58,0,"BEFREE"
"1394",6652,"SORD",0.552,0.769,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1395",6652,"SORD",0.552,0.769,"C1333944","Paraganglioma of head and neck","disease","C04","Neoplastic Process",0.06,1,2003,2020,6,0,"BEFREE"
"1396",6652,"SORD",0.552,0.769,"C1333993","hereditary paraganglioma","disease","C16;C04","Neoplastic Process",0.02,1,2011,2014,2,0,"BEFREE"
"1397",6652,"SORD",0.552,0.769,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1398",6657,"SOX2",0.405,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1399",6657,"SOX2",0.405,0.808,"C0206726","gliosarcoma","disease","C04","Neoplastic Process",0.02,1,2010,2014,2,0,"BEFREE"
"1400",6657,"SOX2",0.405,0.808,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1401",6657,"SOX2",0.405,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1402",6657,"SOX2",0.405,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1403",6657,"SOX2",0.405,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2019,2019,1,0,"BEFREE"
"1404",6663,"SOX10",0.461,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1405",6663,"SOX10",0.461,0.808,"C0085758","Aganglionosis, Colonic","disease","C16;C06","Congenital Abnormality",0.01,1,2001,2001,1,0,"BEFREE"
"1406",6663,"SOX10",0.461,0.808,"C0546275","Hypoganglionosis","disease","","Disease or Syndrome",0.01,1,2018,2018,1,0,"BEFREE"
"1407",6663,"SOX10",0.461,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2016,2016,1,0,"BEFREE"
"1408",6663,"SOX10",0.461,0.808,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2007,2007,1,0,"BEFREE"
"1409",6663,"SOX10",0.461,0.808,"C4023430","Long-segment aganglionic megacolon","disease","C16;C06","Congenital Abnormality",0.1,NA,NA,NA,0,0,"HPO"
"1410",6663,"SOX10",0.461,0.808,"C4289688","Diffuse midline glioma, point mutation K27M in histone H3","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1411",6696,"SPP1",0.353,0.885,"C0259783","mixed gliomas","disease","C04","Neoplastic Process",0.3,1,2006,2006,1,0,"CTD_human"
"1412",6750,"SST",0.399,0.885,"C0017075","Ganglioneuroma","disease","C04","Neoplastic Process",0.01,1,1997,1997,1,0,"BEFREE"
"1413",6750,"SST",0.399,0.885,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2002,2017,2,0,"BEFREE"
"1414",6750,"SST",0.399,0.885,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.1,1,2008,2019,17,0,"BEFREE;LHGDN"
"1415",6750,"SST",0.399,0.885,"C0030422","Extra-Adrenal Paraganglioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1416",6750,"SST",0.399,0.885,"C0206718","Ganglioneuroblastoma","disease","C04","Neoplastic Process",0.01,1,1993,1993,1,0,"BEFREE"
"1417",6750,"SST",0.399,0.885,"C0280790","Adult Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1418",6750,"SST",0.399,0.885,"C0334590","Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2015,2018,2,0,"BEFREE"
"1419",6750,"SST",0.399,0.885,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2002,2017,2,0,"BEFREE"
"1420",6750,"SST",0.399,0.885,"C1332562","Bladder Paraganglioma","disease","C04;C13;C12","Neoplastic Process",0.01,1,2020,2020,1,0,"BEFREE"
"1421",6750,"SST",0.399,0.885,"C1332943","Childhood Anaplastic Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1422",6750,"SST",0.399,0.885,"C1533592","Malignant Paraganglionic Neoplasm","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1423",6752,"SSTR2",0.539,0.731,"C0030421","Paraganglioma","disease","C04","Neoplastic Process",0.31,1,2017,2017,2,0,"BEFREE;CTD_human"
"1424",6752,"SSTR2",0.539,0.731,"C4289979","Anaplastic Oligodendroglioma, IDH-Mutant and 1p/19q-Codeleted","disease","C04","Neoplastic Process",0.01,1,2018,2018,1,0,"BEFREE"
"1425",6752,"SSTR2",0.539,0.731,"C4524841","Metastatic Paraganglioma","disease","","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1426",6770,"STAR",0.513,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2003,2009,2,0,"BEFREE"
"1427",6770,"STAR",0.513,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1428",6770,"STAR",0.513,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2009,2009,1,0,"BEFREE"
"1429",6770,"STAR",0.513,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.02,1,2003,2009,2,0,"BEFREE"
"1430",6774,"STAT3",0.32,0.923,"C1997217","Low grade glioma","disease","C04","Neoplastic Process",0.01,1,2012,2012,1,0,"BEFREE"
"1431",6774,"STAT3",0.32,0.923,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.02,1,2011,2012,2,0,"BEFREE"
"1432",6778,"STAT6",0.475,0.808,"C3665419","intracranial glioma","disease","C04;C10","Neoplastic Process",0.01,1,2011,2011,1,0,"BEFREE"
"1433",6781,"STC1",0.532,0.731,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1434",6783,"SULT1E1",0.508,0.808,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"1435",6783,"SULT1E1",0.508,0.808,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"1436",6783,"SULT1E1",0.508,0.808,"C0280475","Childhood Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"1437",6783,"SULT1E1",0.508,0.808,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2001,2001,1,0,"BEFREE"
"1438",6790,"AURKA",0.475,0.731,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1439",6790,"AURKA",0.475,0.731,"C0751396","Well Differentiated Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,2015,2015,1,0,"BEFREE"
"1440",6794,"STK11",0.435,0.808,"C0206716","Ganglioglioma","disease","C04","Neoplastic Process",0.01,1,2006,2006,1,0,"BEFREE"
"1441",6794,"STK11",0.435,0.808,"C4722099","High grade glioma","disease","C04","Neoplastic Process",0.01,1,2017,2017,1,0,"BEFREE"
"1442",6822,"SULT2A1",0.545,0.769,"C0028945","oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
"1443",6822,"SULT2A1",0.545,0.769,"C0279070","Adult Oligodendroglioma","disease","C04","Neoplastic Process",0.01,1,1996,1996,1,0,"BEFREE"
